AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,DATE_BUILD,REG_FEE,COMMIS,SALES_PRICE,Area
KK Nagar,2346,36,4.0,2.0,6,2,08-06-1996,576634,115327,12814080,9
Karapakkam,839,175,1.0,1.0,2,0,26-09-1976,302808,154494,6179750,12
Chrompet,760,92,1.0,1.0,2,0,01-07-2009,247189,119333,8523750,7
Karapakkam,1506,81,2.0,2.0,4,2,15-01-1970,298215,139167,9940500,12
Velachery,1640,15,2.0,1.0,4,2,02-02-1980,299258,139654,9975260,15
Karapakkam,896,72,1.0,1.0,3,2,26-02-1982,332856,159494,6934500,12
Karapakkam,1409,191,2.0,2.0,4,2,25-09-2002,379556,79442,8826875,12
KK Nagar,1633,93,2.0,1.0,4,0,25-10-1983,331562,185285,9751820,9
Chrompet,1139,171,1.0,1.0,3,2,24-03-1998,462139,231070,14441850,7
Chrompet,1101,189,1.0,1.0,3,2,04-11-1972,450155,231898,13641050,7
KK Nagar,2396,109,4.0,2.0,6,2,24-10-1990,496399,318205,12728180,9
Chrompet,1119,8,1.0,1.0,3,2,24-04-1971,259670,31160,10386800,7
Anna Nagar,1857,188,2.0,1.0,5,2,11-04-1982,535165,78701,15740140,4
T Nagar,1886,158,2.0,1.0,5,2,25-09-1996,530200,125574,13952630,13
Velachery,1692,52,2.0,1.0,4,0,11-02-1984,370480,200259,10012960,15
Velachery,1655,115,2.0,1.0,4,2,26-05-1995,535198,233292,13723030,15
Karapakkam,622,185,1.0,1.0,2,2,18-10-2001,199122,150850,6034000,12
Velachery,1647,62,2.0,1.0,4,0,25-07-1968,233471,75535,6866800,15
Adyar,1239,79,2.0,2.0,4,0,28-05-1999,330302,70064,10009165,0
KK Nagar,1471,19,2.0,1.0,4,2,03-03-1998,363228,147561,11350880,9
KK Nagar,1505,194,2.0,1.0,4,2,10-02-1984,410230,170096,10005620,9
Chormpet,916,173,1.0,,3,2,12-08-1974,265423,44237,8847420,5
Adyar,693,84,1.0,1.0,2,0,15-04-1990,237188,81143,6241800,0
Velachery,1852,38,3.0,2.0,5,0,13-06-1965,240380,100805,7754200,15
Chrompet,1191,112,1.0,1.0,3,2,29-05-2003,453844,123776,13752850,7
Chrompet,1061,103,1.0,1.0,3,2,01-11-1975,292148,100741,10074070,7
KK Nagar,2493,169,4.0,2.0,6,0,05-12-2001,583328,170137,12152660,9
Chrompet,1015,132,1.0,1.0,3,0,09-06-2000,249761,22706,7568500,7
KK Nagar,1911,148,3.0,2.0,5,0,30-06-1993,475837,95167,10574160,9
Chrompet,1287,101,2.0,1.0,4,0,10-01-1996,328890,79731,9966350,7
Karapakkam,1576,93,2.0,2.0,4,2,09-10-1995,341784,126948,9765250,12
Chrompet,840,56,1.0,1.0,3,0,17-11-1987,249271,137529,8595550,7
Velachery,1626,63,2.0,1.0,4,2,24-09-1967,279030,189020,9000960,15
Chrompet,1262,107,2.0,1.0,4,0,03-03-1974,422870,132147,13214700,7
Chrompet,1261,57,2.0,1.0,4,2,05-04-1989,286982,187642,11037750,7
Chrompet,1015,134,1.0,1.0,3,0,24-10-1995,229223,137534,9168900,7
Chrompet,1195,192,1.0,1.0,3,2,03-07-1975,439231,141688,14168750,7
Chrompet,800,15,1.0,1.0,2,2,01-11-1994,238773,135305,7959100,7
Velachery,1873,184,3.0,2.0,5,2,04-07-1968,616841,154210,15421030,15
KK Nagar,2207,45,3.0,2.0,5,0,31-10-1996,524246,171182,10698900,9
Velachery,1732,72,2.0,1.0,4,0,25-01-1976,516352,209332,13955470,15
Chrompet,961,110,1.0,1.0,3,2,25-11-1992,316546,177266,12661850,7
Velachery,1986,101,3.0,2.0,5,0,21-09-1952,404059,103605,10360480,15
Anna Nagar,1823,98,2.0,1.0,5,2,18-06-1990,537668,101721,14531570,4
Chrompet,830,84,1.0,1.0,3,0,17-02-1990,186081,64166,6416600,7
Chrompet,724,132,1.0,1.0,2,2,19-07-2005,315882,157941,10529400,7
Chrompet,1007,46,1.0,1.0,3,0,06-09-1988,231154,119305,7456590,7
Velachery,1875,165,3.0,2.0,5,0,19-01-1992,527187,271125,15062480,15
Adyar,1150,170,1.0,1.0,3,0,11-11-1999,396467,104947,11660780,0
Velachery,1693,144,2.0,1.0,4,2,16-11-1988,497620,229671,12759490,15
Velachery,1538,157,2.0,1.0,4,0,17-03-1972,211773,129796,6831380,15
Anna Nagar,1993,60,2.0,1.0,5,0,07-01-1996,722752,163202,23314580,4
Adyar,926,175,1.0,1.0,3,0,22-05-1973,369326,160041,12310870,0
Anna Nagar,1994,68,2.0,1.0,5,2,29-12-2000,439277,287802,15147490,4
Chrompet,1061,177,1.0,1.0,3,0,21-11-1985,300821,141010,9400670,7
Anna Nagar,1803,77,2.0,1.0,5,2,02-07-1985,423315,205244,12827720,4
Velachery,1664,47,2.0,1.0,4,2,13-05-1995,428979,128694,14299300,15
Adyar,978,187,1.0,1.0,3,0,28-03-1982,217702,34016,6803175,0
T Nagar,1914,105,2.0,1.0,5,2,01-02-1996,536363,147500,13409070,13
Velachery,1668,167,2.0,1.0,4,0,25-07-1984,316223,180699,9034940,15
Adyar,1205,106,2.0,2.0,4,0,24-09-2004,499782,114236,14279490,0
Karapakkam,685,73,1.0,1.0,2,0,12-12-1989,227740,51242,5693500,12
KK Nagar,2088,170,3.0,2.0,5,0,16-01-1985,463215,121318,11028940,9
Chrompet,1014,54,1.0,1.0,3,2,11-11-1994,343748,53711,10742130,7
Chrmpet,806,137,1.0,1.0,3,2,08-11-1980,210030,108905,7778900,6
Velachery,1545,157,2.0,1.0,4,2,05-09-1987,309593,154797,9674790,15
Chrompet,1045,90,1.0,1.0,3,0,19-10-2000,432667,108167,13520850,7
T Nagar,1951,122,2.0,1.0,5,2,03-01-1968,461605,149343,13576610,13
Karapakkam,898,196,1.0,1.0,3,0,21-12-1975,180749,41314,5164250,12
KK Nagar,2339,9,4.0,2.0,6,2,04-02-1997,753187,263616,18829680,9
KK Nagar,2379,68,4.0,2.0,6,0,15-07-1989,499658,154656,11896620,9
Karapakkam,1692,94,2.0,2.0,4,2,05-10-2001,338870,119601,9966750,12
KK Nagar,2352,145,4.0,2.0,6,2,31-03-1995,691429,158453,14404780,9
Chrompet,1114,64,1.0,1.0,3,2,05-03-1979,282411,136336,9738300,7
Anna Nagar,1890,54,2.0,1.0,5,2,01-11-1971,374737,214135,13383450,4
KK Nagar,2363,64,4.0,2.0,6,0,07-06-1986,390077,286822,11472860,9
Velachery,1527,17,2.0,1.0,4,0,27-10-1978,437342,121484,12148390,15
KK Nagar,2193,35,3.0,2.0,5,2,08-10-1984,472218,310315,13491940,9
Adyar,1206,142,2.0,2.0,4,2,16-12-2002,337612,112537,9378105,0
Chrompet,728,149,1.0,1.0,2,2,11-10-1996,246589,53941,7705900,7
Chrompet,1231,23,2.0,1.0,4,2,16-10-1998,295745,28620,9540150,7
Velachery,1735,182,2.0,1.0,4,2,18-06-1984,570007,195002,15000180,15
Karapakkam,1266,0,1.0,1.0,3,2,22-05-1989,333274,156435,6801500,12
Velachery,1977,93,3.0,2.0,5,0,29-10-1952,250536,148756,7829240,15
T Nagar,1915,4,2.0,1.0,5,2,05-07-1982,336613,228897,13464510,13
Chrompet,1295,126,2.0,1.0,4,2,31-12-1972,335049,173301,11553400,7
Chrompet,749,55,1.0,1.0,2,0,30-09-2004,305413,124074,9544150,7
T Nagar,1884,77,2.0,1.0,5,2,15-12-2003,655925,389456,20497670,13
KK Nagar,1361,60,2.0,1.0,4,2,02-08-2005,457413,180838,10637520,9
KK Nagar,1934,28,3.0,2.0,5,0,13-11-1987,425711,261976,10915660,9
Chrompet,1055,72,1.0,1.0,3,2,17-06-1980,330437,160212,10013250,7
Chrompet,851,0,1.0,1.0,3,2,28-01-2004,305989,173394,10199620,7
Chrompet,1118,176,1.0,1.0,3,2,12-10-1990,228323,40772,8154400,7
Karapakkam,1451,32,2.0,2.0,4,0,22-06-1972,225080,98816,5489750,12
KK Nagar,2470,70,4.0,2.0,6,0,19-09-1985,407138,151223,11632500,9
Chrompet,935,78,1.0,1.0,3,0,26-03-2008,342752,154791,11056500,7
KK Nagar,2500,137,4.0,2.0,6,0,18-09-1979,557226,133250,12113600,9
Anna Nagar,1984,191,2.0,1.0,5,0,25-11-1976,743552,371776,20654230,4
Anna Nagar,1818,111,2.0,1.0,5,0,01-07-1982,405693,285488,15025660,4
Velachery,1741,109,2.0,1.0,4,0,18-06-2002,329738,208834,10991250,15
Chrompet,1065,127,1.0,1.0,3,0,01-04-1973,232284,26802,8934000,7
Chrompet,858,129,1.0,1.0,3,0,27-10-1993,382718,150768,11597500,7
Chrompet,702,14,1.0,1.0,2,0,28-01-1996,205995,90123,6437350,7
Karapakkam,613,27,1.0,1.0,2,0,27-08-1993,152162,88094,4004250,12
Anna Nagar,1896,101,2.0,1.0,5,0,14-01-1985,682594,393009,20684660,4
Karapakkam,833,154,1.0,1.0,2,0,14-01-1967,163356,58808,3267125,12
KK Nagar,2047,122,3.0,2.0,5,0,22-08-2001,508503,272855,12402500,9
T Nagar,1579,94,1.0,1.0,4,2,06-10-1968,516356,363362,19124310,13
Chrompet,988,53,1.0,1.0,3,2,03-01-1972,336550,180295,12019650,7
T Nagar,1667,60,1.0,1.0,4,2,24-11-1989,336900,134760,13476000,13
Karapakkam,1184,29,1.0,1.0,3,0,16-11-1982,170696,68279,3793250,12
Velachery,1733,0,2.0,1.0,4,0,07-12-1952,341368,88095,11011880,15
Chrompet,1106,139,1.0,1.0,3,2,26-10-1977,234179,54041,9006900,7
KK Nagar,2058,48,4.0,2.0,6,0,14-02-2004,717230,170769,17076900,9
Chrompet,1055,138,1.0,1.0,3,2,27-03-1998,246372,149583,8799000,7
T Nagar,1735,2,1.0,1.0,4,2,19-07-1977,497626,113743,14217890,13
Chrompet,809,37,1.0,1.0,3,0,21-08-1978,242482,29392,7347950,7
KK Nagar,1335,113,2.0,1.0,4,0,14-10-2001,279625,207464,9020160,9
Karapakkam,652,128,1.0,1.0,2,0,15-06-1975,244500,40750,5093750,12
Chrompet,1095,131,1.0,1.0,3,2,22-11-2003,372954,67810,11301650,7
Karapakkam,1477,47,2.0,2.0,4,0,25-11-1998,368892,169076,7685250,12
Velachery,1819,190,3.0,2.0,5,0,29-04-1976,310069,175985,8380250,15
T Nagar,1982,152,2.0,1.0,5,2,11-04-1995,397023,111167,15880930,13
Anna Nagar,1599,29,1.0,1.0,4,0,10-06-1973,341746,125307,11391530,4
Chrompet,941,34,1.0,1.0,3,0,08-02-1978,261795,77569,9696120,7
Chrompet,1198,113,1.0,1.0,3,0,04-08-1969,288661,81186,9020650,7
Adyar,967,194,1.0,1.0,3,2,13-10-1973,320273,40034,10008525,0
Velachery,1637,155,2.0,1.0,4,2,12-09-2001,424542,121298,12129780,15
Karapakkam,1678,147,2.0,2.0,4,0,16-10-1963,236793,169138,6765500,12
Adyar,1023,8,1.0,1.0,3,0,16-04-1998,265436,8848,8847850,0
Karapakkam,774,78,1.0,1.0,2,0,22-07-1989,196843,86977,4577750,12
Chrompet,1032,153,1.0,1.0,3,0,08-12-1973,373758,140159,11679950,7
Chrompet,889,149,1.0,1.0,3,2,08-04-1980,280292,100104,10010430,7
Karapakkam,974,97,1.0,1.0,3,0,29-01-1968,259182,123701,5890500,12
Karapakkam,790,73,1.0,1.0,2,2,13-03-1961,235229,55348,6918500,12
Karapakkam,931,86,1.0,1.0,3,0,06-12-1985,169826,82340,5146250,12
Adyar,659,110,1.0,1.0,2,2,06-11-1981,270163,7946,7945975,0
KK Nagar,2120,143,3.0,2.0,5,2,02-06-2000,558127,167438,18604220,9
Chrompet,843,142,1.0,1.0,3,0,28-12-1996,191328,44153,7358760,7
Chrompet,736,143,1.0,1.0,2,0,10-07-1985,301939,94356,9435600,7
Chrompet,1053,121,1.0,1.0,3,2,03-12-1980,211133,117296,7819750,7
Velachery,1596,87,2.0,1.0,4,0,30-03-2005,426242,200584,12536520,15
Karapakkam,1368,108,2.0,2.0,4,0,06-03-1962,195498,103180,5430500,12
Anna Nagar,1544,26,1.0,1.0,4,0,18-09-1976,423737,105934,13241770,4
KK Nagar,1486,6,2.0,1.0,4,0,09-08-2003,439240,213345,12549700,9
Chrompet,1285,40,2.0,1.0,4,0,06-11-1987,288856,55908,9317950,7
Karapakkam,1501,156,2.0,2.0,4,2,05-10-1984,371076,123692,7730750,12
KK Nagar,2218,162,3.0,2.0,5,0,14-07-1993,381938,152775,12731260,9
Chrompet,1117,133,1.0,1.0,3,2,21-03-2001,246778,49356,9871100,7
Anna Nagar,1561,142,1.0,1.0,4,0,02-11-1994,351093,203861,11325590,4
Karapakkam,792,183,1.0,1.0,2,0,27-06-1960,129465,90626,4315500,12
Adyar,1212,48,2.0,2.0,4,0,13-11-1984,286674,98544,8958560,0
T Nagar,1977,155,2.0,1.0,5,0,14-10-1976,327617,194143,12133960,13
Anna Nagar,1965,156,2.0,1.0,5,0,18-05-1985,644310,199958,22217590,4
Karapakkam,775,29,1.0,1.0,2,0,23-08-1961,249063,59775,4981250,12
Chrompet,892,155,1.0,1.0,3,2,19-12-1976,282752,111387,8568240,7
KK Nagar,1696,83,2.0,1.0,4,0,08-11-1985,409359,232591,9303620,9
Chrompet,833,173,1.0,1.0,3,0,11-10-2001,276935,138468,9890550,7
Karapakkam,541,15,1.0,1.0,2,2,19-10-1982,281783,89931,5995375,12
KK Nagar,1414,9,2.0,1.0,4,2,18-10-2002,433952,247973,10332200,9
Velachery,1966,35,3.0,2.0,5,0,13-10-2001,508782,238492,15899450,15
Chrompet,704,127,1.0,1.0,2,2,23-01-1983,217559,31080,7769980,7
Chrompet,871,2,1.0,1.0,3,0,11-05-1997,263614,65903,9414770,7
KK Nagar,1380,81,2.0,1.0,4,2,07-09-1997,342025,262219,11400820,9
T Nagar,1885,113,2.0,1.0,5,0,13-09-1993,803512,370852,20602870,13
Karapakkam,916,176,1.0,1.0,3,2,07-09-1996,208554,76836,5488250,12
Chrompet,1115,39,1.0,1.0,3,0,06-11-1969,365445,48726,12181500,7
Chrompet,919,34,1.0,1.0,3,0,30-01-1997,317425,102029,11336600,7
Karapakkam,883,115,1.0,1.0,2,0,13-04-1985,182222,52642,4049375,12
KK Nagar,2065,29,3.0,2.0,5,2,18-10-1992,651668,117300,13033360,9
Velachery,1869,106,3.0,2.0,5,0,11-08-2006,412454,176766,11784400,15
Velachery,1625,181,2.0,1.0,4,0,01-04-1997,496928,241365,14197950,15
Karapakkam,537,186,1.0,1.0,2,2,04-11-1967,250604,74648,5332000,12
Velachery,1534,189,2.0,1.0,4,2,12-02-1965,289647,106204,9654890,15
Chrompet,1082,0,1.0,1.0,3,2,17-09-1994,321184,126527,9732850,7
Chrompet,1279,143,2.0,1.0,4,0,14-02-1987,325972,67443,11240430,7
T Nagar,1544,197,1.0,1.0,4,0,04-02-1992,289167,115667,11566670,13
Chrompet,1101,78,1.0,1.0,3,2,24-09-1996,355568,136757,13675700,7
Karapakkam,1230,93,1.0,1.0,3,0,01-07-2006,266364,103284,5436000,12
Karapakkam,956,79,1.0,1.0,3,2,28-12-1967,353568,176784,7686250,12
Karapakkam,552,49,1.0,1.0,2,2,25-12-2004,210170,84068,5254250,12
Chrompet,925,50,1.0,1.0,3,2,09-05-1975,266081,77249,8583250,7
Anna Nagar,1822,122,2.0,1.0,5,2,27-10-1976,382908,147272,14727220,4
T Nagar,1781,190,1.0,1.0,4,2,04-11-2000,608669,284046,20288980,13
Anna Nagar,1628,4,1.0,1.0,4,0,09-05-1994,366471,78530,13088250,4
KK Nagar,1736,188,2.0,1.0,4,2,09-10-1996,414262,116843,10622100,9
KK Nagar,2016,31,3.0,2.0,5,0,25-03-2003,375374,125125,11374960,9
Adyar,779,98,1.0,1.0,2,0,27-06-1972,208990,18440,6146755,0
Chrompet,1217,123,2.0,1.0,4,2,25-11-1980,300107,139335,10718100,7
Velachery,1601,36,2.0,1.0,4,2,15-02-1971,403834,260538,13026890,15
Karapakkam,1201,34,1.0,1.0,3,2,15-03-1989,342198,133077,9505500,12
Karapakkam,579,88,1.0,1.0,2,0,20-06-1999,274056,51386,5709500,12
KK Nagar,2289,66,4.0,2.0,6,0,27-06-1986,854535,390114,18576840,9
Adyar,1023,67,1.0,1.0,3,2,28-11-1978,270380,9013,9012665,0
KK Nagar,1900,87,3.0,2.0,5,2,13-10-1984,772422,394428,16434500,9
Chrompet,807,59,1.0,1.0,3,2,18-12-1989,251912,46650,9330090,7
T Nagar,1653,164,1.0,1.0,4,2,18-07-1976,589079,304041,19002540,13
KK Nagar,1452,90,2.0,1.0,4,2,06-11-1997,435863,93399,10377680,9
T Nagar,1934,63,2.0,1.0,5,0,06-08-2000,707773,343163,21447680,13
Velachery,1972,141,3.0,2.0,5,0,19-07-1989,459010,91802,11475260,15
Anna Nagar,1606,160,1.0,1.0,4,0,22-01-1998,378045,103103,11455900,4
T Nagar,1908,30,2.0,1.0,5,0,21-12-1984,611940,203980,20398010,13
Chrompet,741,32,1.0,1.0,2,0,24-12-1982,264275,41293,8258600,7
Adyar,734,131,1.0,1.0,2,2,19-06-1971,398500,20436,10217940,0
TNagar,1504,146,1.0,1.0,4,2,25-07-1990,414886,282122,16595430,14
Chrompet,1121,44,1.0,1.0,3,0,10-01-1968,214830,93093,7161000,7
Anna Nagar,1979,80,2.0,1.0,5,2,30-09-1976,401521,220189,12952300,4
Karapakkam,1105,137,1.0,1.0,3,2,07-09-1966,277039,98304,8936750,12
Velachery,1528,176,2.0,1.0,4,0,29-05-1957,262180,56688,7085950,15
Anna Nagar,1712,51,1.0,1.0,4,2,27-02-1983,312470,62494,12498810,4
Adyar,955,145,1.0,1.0,3,0,12-10-1997,315226,19105,9552295,0
Chrompet,802,3,1.0,1.0,3,0,05-08-1985,264750,24068,8022740,7
Karapakkam,701,82,1.0,1.0,2,2,07-12-2002,140064,60568,3785500,12
Karapakkam,1418,175,2.0,2.0,4,2,25-11-1971,314676,72113,6555750,12
Adyar,1155,150,1.0,1.0,3,0,14-09-1984,457917,134681,13468145,0
Chrompet,1061,147,1.0,1.0,3,2,02-11-1975,274247,152360,10157300,7
KK Nagar,2258,52,4.0,2.0,6,0,04-06-1989,693848,312232,17346200,9
Chrompet,947,145,1.0,1.0,3,0,15-08-1995,226515,90606,9060600,7
KK Nagar,1868,26,3.0,2.0,5,2,06-04-1980,505829,192697,12043540,9
T Nagar,1713,150,1.0,1.0,4,0,02-05-1980,382009,203738,12733640,13
Chrompet,886,153,1.0,1.0,3,0,02-02-2003,300276,93189,10354350,7
KK Nagar,2122,2,3.0,2.0,5,0,11-10-1988,566135,308801,17155600,9
Karapakkam,980,148,1.0,1.0,3,0,26-05-1974,272118,68030,6184500,12
Anna Nagar,1916,15,2.0,1.0,5,2,19-06-2003,936314,444749,23407860,4
KK Nagar,2079,112,3.0,2.0,5,0,26-10-1984,563006,228721,17593940,9
Karapakkam,1377,112,2.0,2.0,4,0,31-05-1974,256211,115905,6100250,12
KK Nagar,2363,169,4.0,2.0,6,0,07-07-1991,756744,184572,18457180,9
Karapakkam,1568,142,2.0,2.0,4,2,08-03-1966,382911,62516,7814500,12
Adyar,1210,95,2.0,2.0,4,2,22-10-1997,426624,67362,11226950,0
Karapakkam,1179,153,1.0,1.0,3,0,02-05-1997,281964,99862,5874250,12
Adyar,822,30,1.0,1.0,3,2,25-11-1968,368162,48442,9688485,0
Chrompet,1235,177,2.0,1.0,4,0,01-04-1986,263974,127987,7999200,7
T Nagar,1735,116,1.0,1.0,4,2,05-04-1979,783738,283017,21770500,13
Chrompet,745,182,1.0,1.0,2,2,11-07-1989,205700,38093,7618500,7
Chrompet,794,160,1.0,1.0,2,0,22-02-1977,216394,47336,6762300,7
T Nagar,1979,61,2.0,1.0,5,2,29-07-2004,681782,227261,22726060,13
T Nagar,1641,163,1.0,1.0,4,2,09-11-1968,410920,79533,13255480,13
Velachery,1718,57,2.0,1.0,4,0,01-06-1999,357415,250190,11913820,15
Chrompet,706,53,1.0,1.0,2,2,19-08-1970,207922,114716,7169720,7
Adyar,728,52,1.0,1.0,2,0,08-02-1990,345583,27283,9094300,0
Velachery,1948,19,3.0,2.0,5,0,10-12-1983,359541,62920,8988520,15
T Nagar,1863,188,2.0,1.0,5,0,25-09-1980,459107,250422,13912330,13
Anna Nagar,1849,144,2.0,1.0,5,2,23-11-1993,823071,379879,21104380,4
Velachery,1528,143,2.0,1.0,4,0,24-07-1997,275894,63061,7882680,15
Anna Nagar,1979,171,2.0,1.0,5,2,24-08-1995,425054,190542,14657040,4
KK Nagar,1639,154,2.0,1.0,4,2,11-12-1989,454977,99873,11097000,9
Karapakkam,796,20,1.0,1.0,2,2,16-10-1972,177156,110124,4788000,12
Chrompet,794,190,1.0,1.0,2,2,09-05-1988,222252,42741,8548150,7
Adyar,748,116,1.0,1.0,2,2,03-08-2006,229599,78925,7174975,0
Chrompet,1278,34,2.0,1.0,4,0,21-06-1995,285487,137457,10573610,7
Adyar,838,35,1.0,1.0,3,2,11-09-2002,325495,100152,8346035,0
KK Nagar,2459,186,4.0,2.0,6,2,27-02-1983,363220,222618,11716760,9
Karapakkam,1358,2,2.0,2.0,4,2,17-09-1970,342240,171120,7130000,12
Karapakkam,731,60,1.0,1.0,2,0,16-12-1969,195764,146823,6117625,12
Adyar,973,15,1.0,1.0,3,2,20-07-1972,329374,164687,10979125,0
Anna Nagar,1757,113,1.0,1.0,4,0,25-12-1998,368163,190899,13635670,4
Anna Nagar,1995,121,2.0,1.0,5,2,21-05-1991,543010,167080,13923340,4
Chrompet,870,83,1.0,1.0,3,0,10-05-1989,202579,36175,7234950,7
Chrompet,1035,90,1.0,,3,0,14-11-1981,223403,24823,8274200,7
KK Nagar,2205,74,3.0,2.0,5,0,22-07-1987,494204,230628,16473460,9
Chrompet,709,112,1.0,1.0,2,0,30-01-1994,280765,78614,11230600,7
Karapakkam,1206,57,1.0,1.0,3,0,08-09-1989,241595,97788,5752250,12
Adyar,685,39,1.0,1.0,2,2,23-05-2003,237331,13961,6980335,0
Anna Nagar,1690,98,1.0,1.0,4,0,30-08-1992,520035,288908,19260550,4
Adyar,786,156,1.0,1.0,2,0,16-01-1997,246570,14090,7044865,0
Chrompet,1136,139,1.0,1.0,3,0,30-12-1991,285645,129839,8655900,7
Chrompet,1268,166,2.0,1.0,4,0,09-08-1992,433470,139829,13982900,7
Karapakkam,1012,139,1.0,1.0,3,2,24-09-1976,216589,160695,6986750,12
Chrompet,1198,41,1.0,1.0,3,2,20-06-2005,402862,180593,13891800,7
Karapakkam,1152,78,1.0,1.0,3,2,24-08-1968,291663,152172,6340500,12
Chrompet,1034,58,1.0,1.0,3,0,30-05-1987,397762,48214,12053400,7
T Nagar,1869,143,2.0,1.0,5,2,19-08-1970,851325,191548,21283130,13
Chrompet,773,184,1.0,1.0,2,2,04-04-2006,264747,61774,8824900,7
KK Nagar,2273,121,4.0,2.0,6,0,26-07-2002,442169,262911,11950520,9
Chrompet,956,163,1.0,1.0,3,0,23-09-1980,326458,158283,9892670,7
Adyar,939,88,1.0,1.0,3,0,29-11-1970,275959,16233,8116455,0
KK Nagar,1938,116,3.0,2.0,5,0,28-06-1981,447084,162576,10161000,9
Anna Nagar,1764,143,1.0,1.0,4,2,11-10-1988,650532,223620,20329120,4
T Nagar,1920,166,2.0,1.0,5,0,24-04-1993,550566,159374,14488580,13
Karapakkam,525,195,1.0,1.0,2,0,11-03-1971,164348,114546,4980250,12
Adyar,653,119,1.0,1.0,2,2,23-02-1993,224183,48472,6059010,0
Anna Nagar,1700,120,1.0,1.0,4,2,25-04-1968,669375,133875,19125010,4
Velachery,1505,22,2.0,1.0,4,2,19-02-1962,435225,157165,12089580,15
Karapakkam,1589,158,2.0,2.0,4,2,05-07-1987,239922,174489,7270375,12
Velachery,1829,118,3.0,2.0,5,0,26-10-1976,498211,140521,12774630,15
Chrompet,963,64,1.0,1.0,3,2,08-11-2002,338332,100246,12530800,7
KK Nagar,1724,64,2.0,1.0,4,2,17-03-1980,361668,205271,9774800,9
Adyar,731,191,1.0,1.0,2,2,05-08-1988,263853,103942,7995545,0
Anna Nagar,1911,9,2.0,1.0,5,0,01-09-1973,444845,155696,11121130,4
Chrompet,1239,143,2.0,1.0,4,2,20-10-1984,341059,93016,10335130,7
Karapakkam,508,108,1.0,1.0,2,2,25-10-1969,122280,86779,3944500,12
Chrompet,893,174,1.0,1.0,3,0,27-12-1981,208842,96389,8032400,7
Velachery,1973,171,3.0,2.0,5,0,05-11-1997,575556,246667,16444460,15
Chrompet,1050,157,1.0,1.0,3,0,20-10-1993,208832,30938,7734500,7
Velachery,1779,48,2.0,1.0,4,0,20-02-1965,486573,162191,13515920,15
Adyar,1078,106,1.0,1.0,3,0,15-12-1997,450308,62543,12508550,0
KK Nagar,2470,197,4.0,2.0,6,2,10-01-1993,612354,316054,19753360,9
Adyar,1170,73,1.0,1.0,3,2,31-03-1986,459585,69634,13926830,0
Adyar,706,61,1.0,1.0,2,0,30-04-1999,193150,19315,4828750,0
Anna Nagar,1897,112,2.0,1.0,5,2,17-04-1968,423031,84606,12086610,4
KK Nagar,1858,73,3.0,2.0,5,2,15-01-1981,377651,171660,11443980,9
Adyar,1134,133,1.0,1.0,3,2,13-11-1993,338990,106540,9685425,0
Karapakkam,1057,49,1.0,1.0,3,0,27-07-1990,154776,71435,3968625,12
T Nagar,1630,186,1.0,1.0,4,2,12-11-1976,375760,169698,12121290,13
KK Nagar,2202,91,3.0,2.0,5,0,28-05-1984,743023,339206,16152680,9
Chrompet,1209,25,2.0,1.0,4,2,15-07-1971,226521,99669,9060830,7
Chrompet,1068,194,1.0,1.0,3,0,28-12-2004,389377,53707,13426800,7
Karapakkam,1366,168,2.0,2.0,4,2,07-06-2000,245192,61298,7662250,12
T Nagar,1727,30,1.0,1.0,4,2,18-09-1981,669722,315164,19697720,13
Anna Nagar,1673,102,1.0,1.0,4,0,20-02-1968,417767,174069,11604630,4
T Nagar,1954,154,2.0,1.0,5,2,06-03-1985,446558,253050,14885280,13
Adyar,1022,195,1.0,1.0,3,2,23-08-1991,440492,101652,11294655,0
Anna Nagar,1915,75,2.0,1.0,5,2,10-07-1984,500658,135313,13531290,4
Chrompet,803,41,1.0,1.0,3,0,01-07-2005,184197,27288,6822110,7
Adyar,1241,98,2.0,2.0,4,0,04-05-2002,342394,100704,10070405,0
Chrompet,993,89,1.0,1.0,3,2,12-10-1996,264923,122272,10189350,7
Adyar,779,176,1.0,1.0,2,0,11-05-1981,318691,79673,8852535,0
Velachery,1972,162,3.0,2.0,5,2,17-04-1984,318332,106111,10611070,15
KK Nagar,2366,81,4.0,2.0,6,2,10-08-1979,472245,319085,12763380,9
Adyar,1104,21,1.0,1.0,3,0,03-09-2005,345035,136198,9079875,0
Velachery,1509,60,2.0,1.0,4,2,21-05-1985,288877,83867,9318600,15
KK Nagar,2001,181,3.0,2.0,5,2,08-06-2004,825243,303151,16841700,9
Velachery,1735,159,2.0,1.0,4,2,28-01-1967,374128,163081,9593020,15
Chrompet,730,142,1.0,1.0,2,2,27-04-1969,310480,107062,10706200,7
Chrompet,1148,116,1.0,1.0,3,0,08-03-1986,278069,43448,8689650,7
T Nagar,1781,50,1.0,1.0,4,0,02-07-1973,420986,81481,13580180,13
Chrompet,951,1,1.0,1.0,3,0,14-12-1993,267887,123640,10303350,7
Chrompet,1189,156,1.0,1.0,3,0,11-02-2004,439370,131811,14645650,7
Velachery,1899,34,3.0,2.0,5,2,11-07-1962,473123,161858,12450610,15
Chrompet,1212,65,2.0,1.0,4,2,15-11-1979,274880,54976,10995190,7
Chrompet,1136,148,1.0,1.0,3,0,30-10-1995,283080,120094,8578170,7
